Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S95411467,白頭翁,Pycnonotus sinensis,23672,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:21 AM,eBird - Traveling Count,35,1,.92,,3
S95413388,紅嘴黑鵯,Hypsipetes leucocephalus,23854,1,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95450146,棕面鶯,Abroscopus albogularis,24247,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:30 AM,eBird - Traveling Count,40,1,2.11,,3
S95453576,深山鶯,Horornis acanthizoides,24304,1,TW-TXG,,L3204811,台中大雪山IBA--收費站(35K)(Dasyueshan IBA--Ticket Booth (35K)),24.2441848,120.9752089,2021-10-02,07:23 AM,eBird - Traveling Count,85,1,6.75,,3,,聲音
S95417247,紅頭山雀,Aegithalos concinnus,24356,X,TW-TXG,,L5612524,台中大雪山IBA--大雪山林道23-35K(標示在29K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 23-35K),24.2345395,120.9654145,2021-10-01,04:29 PM,eBird - Traveling Count,91,1,8.73,,3
S95417247,冠羽畫眉,Yuhina brunneiceps,24643,X,TW-TXG,,L5612524,台中大雪山IBA--大雪山林道23-35K(標示在29K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 23-35K),24.2345395,120.9654145,2021-10-01,04:29 PM,eBird - Traveling Count,91,1,8.73,,3
S95415196,斯氏繡眼,Zosterops simplex,24735,5,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:08 PM,eBird - Traveling Count,75,1,8.46,,3
S95415196,山紅頭,Cyanoderma ruficeps,25080,2,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:08 PM,eBird - Traveling Count,75,1,8.46,,3
S95450146,台灣噪眉,Trochalopteron morrisonianum,25557,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:30 AM,eBird - Traveling Count,40,1,2.11,,3
S95453576,白耳畫眉,Heterophasia auricularis,25599,1,TW-TXG,,L3204811,台中大雪山IBA--收費站(35K)(Dasyueshan IBA--Ticket Booth (35K)),24.2441848,120.9752089,2021-10-02,07:23 AM,eBird - Traveling Count,85,1,6.75,,3
S95455809,紋翼畫眉,Actinodura morrisoniana,25622,1,TW-TXG,,L4084192,台中大雪山IBA--大雪山林道43-50K(Dasyueshan IBA--Dasyueshan Forest-Road 43-50K),24.2653828,121.0173655,2021-10-02,10:03 AM,eBird - Stationary Count,2,0,,,3
S95417247,黃胸藪眉,Liocichla steerii,25695,X,TW-TXG,,L5612524,台中大雪山IBA--大雪山林道23-35K(標示在29K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 23-35K),24.2345395,120.9654145,2021-10-01,04:29 PM,eBird - Traveling Count,91,1,8.73,,3
S95450146,黃胸藪眉,Liocichla steerii,25695,4,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:30 AM,eBird - Traveling Count,40,1,2.11,,3
S95450146,火冠戴菊鳥,Regulus goodfellowi,25971,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:30 AM,eBird - Traveling Count,40,1,2.11,,3
S95413388,家八哥,Acridotheres tristis,26935,1,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95413388,白尾八哥,Acridotheres javanicus,26952,3,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95411467,白腰鵲鴝,Copsychus malabaricus,28031,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:21 AM,eBird - Traveling Count,35,1,.92,,3
S95415971,台灣紫嘯鶇,Myophonus insularis,28441,1,TW-TXG,,L2626987,台中大雪山IBA--大雪山林道23.5K(Dasyueshan IBA--Dasyueshan Forest-Road 23.5K),24.2464709,120.9355546,2021-10-01,03:41 PM,eBird - Casual Observation,,0,,,3
S95455377,栗背林鴝,Tarsiger johnstoniae,28505,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,09:45 AM,eBird - Stationary Count,6,1,,,3
S95413388,鉛色水鶇,Phoenicurus fuliginosus,28606,1,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95413388,白腰文鳥,Lonchura striata,30063,2,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95413388,麻雀,Passer montanus,30560,12,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95413388,灰鶺鴒,Motacilla cinerea,30633,1,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95413388,東方黃鶺鴒,Motacilla tschutschensis,30655,1,TW-TXG,,L16512205,"29 福昌街, 東勢區, 台中市, TW (24.244, 120.844)",24.2437307,120.8437784,2021-10-01,11:25 AM,eBird - Traveling Count,87,1,3.95,,3
S95450146,台灣朱雀,Carpodacus formosanus,31123,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:30 AM,eBird - Traveling Count,40,1,2.11,,3
