Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S95411650,磯鷸,Actitis hypoleucos,6025,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95412130,磯鷸,Actitis hypoleucos,6025,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95411650,小白鷺,Egretta garzetta,7217,3,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95412703,小白鷺,Egretta garzetta,7217,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
S95411650,黃頭鷺,Bubulcus ibis,7247,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95412130,夜鷺,Nycticorax nycticorax,7305,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95410944,黑冠麻鷺,Gorsachius melanolophus,7332,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95412130,東方蜂鷹,Pernis ptilorhynchus,7476,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95412130,大冠鷲,Spilornis cheela,7554,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95412703,大冠鷲,Spilornis cheela,7554,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
S95412130,林鵰,Ictinaetus malaiensis,7637,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95412703,鳳頭蒼鷹,Accipiter trivirgatus,7742,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
S95454216,鳳頭蒼鷹,Accipiter trivirgatus,7742,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,08:07 AM,eBird - Stationary Count,22,1,,,4,,,下面觀景台的
S95412703,東方鵟,Buteo japonicus,8133,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
S95418395,黃嘴角鴞,Otus spilocephalus,8249,2,TW-TXG,,L1668212,台中大雪山IBA--鞍馬山莊(43K)(Dasyueshan IBA--Anmashan Lodge (43K)),24.2551921,121.0080309,2021-10-01,07:12 PM,eBird - Stationary Count,10,1,,,4
S95445128,東方灰林鴞,Strix nivicolum,8763,1,TW-TXG,,L1668212,台中大雪山IBA--鞍馬山莊(43K)(Dasyueshan IBA--Anmashan Lodge (43K)),24.2551921,121.0080309,2021-10-02,05:17 AM,eBird - Stationary Count,10,1,,,4,,叫聲
S95412703,翠鳥,Alcedo atthis,9389,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
S95410944,五色鳥,Psilopogon nuchalis,10296,2,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95414758,五色鳥,Psilopogon nuchalis,10296,2,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95410944,小啄木,Yungipicus canicapillus,10743,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95451573,大赤啄木,Dendrocopos leucotos,10830,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95414758,灰喉山椒鳥,Pericrocotus solaris,17875,2,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95414758,綠畫眉,Erpornis zantholeuca,18318,2,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95410944,大卷尾,Dicrurus macrocercus,19657,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95411650,大卷尾,Dicrurus macrocercus,19657,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95412130,大卷尾,Dicrurus macrocercus,19657,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95414758,小卷尾,Dicrurus aeneus,19691,2,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95410944,黑枕藍鶲,Hypothymis azurea,19899,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95410944,紅尾伯勞,Lanius cristatus,20246,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95412703,紅尾伯勞,Lanius cristatus,20246,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
S95417088,松鴉,Garrulus glandarius,20545,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-01,04:20 PM,eBird - Traveling Count,86,1,2.282,,4,,鳥音
S95410944,樹鵲,Dendrocitta formosae,20650,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95411650,樹鵲,Dendrocitta formosae,20650,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95451573,星鴉,Nucifraga caryocatactes,20691,2,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95454395,巨嘴鴉,Corvus macrorhynchos,20792,2,TW-TXG,,L5612524,台中大雪山IBA--大雪山林道23-35K(標示在29K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 23-35K),24.2345395,120.9654145,2021-10-02,09:11 AM,eBird - Stationary Count,5,1,,,4,,,雪山橋
S95417088,煤山雀,Periparus ater,21146,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-01,04:20 PM,eBird - Traveling Count,86,1,2.282,,4,,鳥音
