Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S95455326,黑長尾雉,Syrmaticus mikado,1368,3,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:05 AM,eBird - Traveling Count,113,1,2.33,,4
S95415743,藍腹鷴,Lophura swinhoii,1424,2,TW-TXG,,L2626987,台中大雪山IBA--大雪山林道23.5K(Dasyueshan IBA--Dasyueshan Forest-Road 23.5K),24.2464709,120.9355546,2021-10-01,02:57 PM,eBird - Stationary Count,17,1,,,4
S95416256,灰林鴿,Columba pulchricollis,1890,6,TW-TXG,,L3866551,台中大雪山IBA--大雪山林道31-32.5K(Dasyueshan IBA--Dasyueshan Forest-Road 31-32.5K),24.2281803,120.9778619,2021-10-01,03:53 PM,eBird - Stationary Count,18,1,,,4,,,33k
S95413513,金背鳩,Streptopelia orientalis,1988,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95413489,紅鳩,Streptopelia tranquebarica,2024,7,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95413513,紅鳩,Streptopelia tranquebarica,2024,5,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95413494,紅鳩,Streptopelia tranquebarica,2024,10,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:46 AM,eBird - Stationary Count,13,1,,,4,,,石角溪 福泰橋
S95413504,紅鳩,Streptopelia tranquebarica,2024,6,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95413489,珠頸斑鳩,Streptopelia chinensis,2034,8,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95415129,珠頸斑鳩,Streptopelia chinensis,2034,6,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:59 PM,eBird - Traveling Count,13,1,7.643,,4
S95413513,小雨燕,Apus nipalensis,4051,3,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95413494,小雨燕,Apus nipalensis,4051,30,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:46 AM,eBird - Stationary Count,13,1,,,4,,,石角溪 福泰橋
S95413504,小雨燕,Apus nipalensis,4051,4,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95413513,白腹秧雞,Amaurornis phoenicurus,5407,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95413494,小環頸鴴,Charadrius dubius,5775,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:46 AM,eBird - Stationary Count,13,1,,,4,,,石角溪 福泰橋
S95413504,小環頸鴴,Charadrius dubius,5775,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95413494,磯鷸,Actitis hypoleucos,6025,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:46 AM,eBird - Stationary Count,13,1,,,4,,,石角溪 福泰橋
S95413513,小白鷺,Egretta garzetta,7217,3,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95415129,小白鷺,Egretta garzetta,7217,2,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:59 PM,eBird - Traveling Count,13,1,7.643,,4
S95413494,小白鷺,Egretta garzetta,7217,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:46 AM,eBird - Stationary Count,13,1,,,4,,,石角溪 福泰橋
S95413504,小白鷺,Egretta garzetta,7217,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95413494,黃頭鷺,Bubulcus ibis,7247,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:46 AM,eBird - Stationary Count,13,1,,,4,,,石角溪 福泰橋
S95413504,夜鷺,Nycticorax nycticorax,7305,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95413489,黑冠麻鷺,Gorsachius melanolophus,7332,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95413504,東方蜂鷹,Pernis ptilorhynchus,7476,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95413513,大冠鷲,Spilornis cheela,7554,4,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95415129,大冠鷲,Spilornis cheela,7554,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:59 PM,eBird - Traveling Count,13,1,7.643,,4
S95413504,大冠鷲,Spilornis cheela,7554,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95455837,大冠鷲,Spilornis cheela,7554,2,TW-TXG,,L1668212,台中大雪山IBA--鞍馬山莊(43K)(Dasyueshan IBA--Anmashan Lodge (43K)),24.2551921,121.0080309,2021-10-02,09:59 AM,eBird - Stationary Count,8,1,,,4
S95413504,林鵰,Ictinaetus malaiensis,7637,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95413513,鳳頭蒼鷹,Accipiter trivirgatus,7742,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95455837,松雀鷹,Accipiter virgatus,7856,1,TW-TXG,,L1668212,台中大雪山IBA--鞍馬山莊(43K)(Dasyueshan IBA--Anmashan Lodge (43K)),24.2551921,121.0080309,2021-10-02,09:59 AM,eBird - Stationary Count,8,1,,,4
S95413513,東方鵟,Buteo japonicus,8133,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95455326,東方灰林鴞,Strix nivicolum,8763,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:05 AM,eBird - Traveling Count,113,1,2.33,,4
S95413489,五色鳥,Psilopogon nuchalis,10296,7,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95415129,五色鳥,Psilopogon nuchalis,10296,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:59 PM,eBird - Traveling Count,13,1,7.643,,4
S95413489,小啄木,Yungipicus canicapillus,10743,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95455326,大赤啄木,Dendrocopos leucotos,10830,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:05 AM,eBird - Traveling Count,113,1,2.33,,4
S95455530,綠啄木,Picus canus,11132,1,TW-TXG,,L1668212,台中大雪山IBA--鞍馬山莊(43K)(Dasyueshan IBA--Anmashan Lodge (43K)),24.2551921,121.0080309,2021-10-02,05:32 AM,eBird - Stationary Count,265,1,,,4
S95455837,遊隼,Falco peregrinus,11575,1,TW-TXG,,L1668212,台中大雪山IBA--鞍馬山莊(43K)(Dasyueshan IBA--Anmashan Lodge (43K)),24.2551921,121.0080309,2021-10-02,09:59 AM,eBird - Stationary Count,8,1,,,4
S95413513,灰山椒鳥,Pericrocotus divaricatus,17926,2,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95415743,綠畫眉,Erpornis zantholeuca,18318,1,TW-TXG,,L2626987,台中大雪山IBA--大雪山林道23.5K(Dasyueshan IBA--Dasyueshan Forest-Road 23.5K),24.2464709,120.9355546,2021-10-01,02:57 PM,eBird - Stationary Count,17,1,,,4
S95413489,大卷尾,Dicrurus macrocercus,19657,1,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95413513,大卷尾,Dicrurus macrocercus,19657,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95413494,大卷尾,Dicrurus macrocercus,19657,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:46 AM,eBird - Stationary Count,13,1,,,4,,,石角溪 福泰橋
S95413504,大卷尾,Dicrurus macrocercus,19657,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95415129,小卷尾,Dicrurus aeneus,19691,1,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:59 PM,eBird - Traveling Count,13,1,7.643,,4
S95413489,黑枕藍鶲,Hypothymis azurea,19899,9,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95413489,紅尾伯勞,Lanius cristatus,20246,3,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95413513,紅尾伯勞,Lanius cristatus,20246,2,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95413489,樹鵲,Dendrocitta formosae,20650,5,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:09 AM,eBird - Traveling Count,32,1,1.028,,4
S95413513,樹鵲,Dendrocitta formosae,20650,4,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,11:39 AM,eBird - Traveling Count,33,1,.752,,4,,,石角溪-石興橋
S95415129,樹鵲,Dendrocitta formosae,20650,3,TW-TXG,,L2259477,台中大雪山IBA--大雪山林道0-15K(標示在9K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2151999,120.8839345,2021-10-01,01:59 PM,eBird - Traveling Count,13,1,7.643,,4
S95413504,樹鵲,Dendrocitta formosae,20650,3,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,21,1,,,4,,,石角溪 龍神橋
S95455326,星鴉,Nucifraga caryocatactes,20691,2,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,06:05 AM,eBird - Traveling Count,113,1,2.33,,4
S95417653,巨嘴鴉,Corvus macrorhynchos,20792,1,TW-TXG,,L4305412,台中大雪山IBA--大雪山林道35-43K(Dasyueshan IBA--Dasyueshan Forest-Road 35-43K),24.2623617,120.9944969,2021-10-01,04:16 PM,eBird - Traveling Count,48,1,8.359,,4
S95417659,巨嘴鴉,Corvus macrorhynchos,20792,1,TW-TXG,,L1668212,台中大雪山IBA--鞍馬山莊(43K)(Dasyueshan IBA--Anmashan Lodge (43K)),24.2551921,121.0080309,2021-10-01,05:05 PM,eBird - Traveling Count,82,1,.503,,4
